product,uf,volume,unit,year_month,created_at
ETANOL HIDRATADO ,PARÁ,4581.9,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,AMAPÁ,185.0,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,TOCANTINS,6176.7,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,MARANHÃO,5069.0,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,PIAUÍ,3198.5,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,CEARÁ,14618.5,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO NORTE,5510.5,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,PARAÍBA,11782.73,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,PERNAMBUCO,19544.237,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,ALAGOAS,4949.0,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,SERGIPE,5755.8,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,BAHIA,28211.635,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,MINAS GERAIS,1789938.295,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,ESPÍRITO SANTO,5155.571,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,RIO DE JANEIRO,50552.361,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,SÃO PAULO,884189.793,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,PARANÁ,154512.05,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,SANTA CATARINA,13345.687,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO SUL,14920.192,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO DO SUL,17943.75,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO,53812.76,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,GOIÁS,100082.046,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,DISTRITO FEDERAL,11875.179,m3,2015-02-01,2023-10-14
ETANOL HIDRATADO ,RONDÔNIA,1252.8,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,ACRE,799.0,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,AMAZONAS,38370.906,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,RORAIMA,115.4,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,PARÁ,2249.0,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,AMAPÁ,20.0,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,TOCANTINS,2344.72,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,MARANHÃO,3771.623,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,PIAUÍ,3281.5,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,CEARÁ,12505.0,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO NORTE,4466.5,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,PARAÍBA,6191.14,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,PERNAMBUCO,16981.2,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,ALAGOAS,2517.5,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,SERGIPE,3179.7,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,BAHIA,306047.152,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,MINAS GERAIS,105526.764,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,ESPÍRITO SANTO,3839.222,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,RIO DE JANEIRO,39148.67,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,SÃO PAULO,784989.057,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,PARANÁ,110715.452,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,SANTA CATARINA,6186.59,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO SUL,5380.57,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO DO SUL,9683.529,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO,49349.602,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,GOIÁS,82638.241,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,DISTRITO FEDERAL,3828.0,m3,2016-02-01,2023-10-14
ETANOL HIDRATADO ,RONDÔNIA,995.0,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,ACRE,6748.496000000001,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,AMAZONAS,4117.295,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,RORAIMA,107.0,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,PARÁ,2672.266,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,AMAPÁ,44.927,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,TOCANTINS,1487.31,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,MARANHÃO,1780.5,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,PIAUÍ,2577.86,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,CEARÁ,9577.5,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO NORTE,3629.0,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,PARAÍBA,6418.67,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,PERNAMBUCO,12519.4,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,ALAGOAS,2281.0,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,SERGIPE,22413.352,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,BAHIA,34950.065,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,MINAS GERAIS,172872.955,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,ESPÍRITO SANTO,3451.984,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,RIO DE JANEIRO,46767.973,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,SÃO PAULO,680184.482,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,PARANÁ,76568.808,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,SANTA CATARINA,4176.632,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO SUL,3985.55,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO DO SUL,6544.966,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO,51415.715,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,GOIÁS,60210.01,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,DISTRITO FEDERAL,1814.8,m3,2017-02-01,2023-10-14
ETANOL HIDRATADO ,RONDÔNIA,15640.01,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,ACRE,615.111,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,AMAZONAS,11362.863,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,RORAIMA,190.0,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,PARÁ,5938.232,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,AMAPÁ,74.956,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,TOCANTINS,3221.74,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,MARANHÃO,3270.3,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,PIAUÍ,4221.125,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,CEARÁ,11041.279,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO NORTE,7126.297,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,PARAÍBA,10431.146,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,PERNAMBUCO,30320.016,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,ALAGOAS,77575.133,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,SERGIPE,7168.753,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,BAHIA,59323.12,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,MINAS GERAIS,276754.636,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,ESPÍRITO SANTO,6351.844,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,RIO DE JANEIRO,71135.772,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,SÃO PAULO,828071.926,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,PARANÁ,119708.773,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,SANTA CATARINA,4954.0,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO SUL,4126.685,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO DO SUL,7805.032,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO,61716.179,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,GOIÁS,106931.629,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,DISTRITO FEDERAL,167629.381,m3,2018-02-01,2023-10-14
ETANOL HIDRATADO ,RONDÔNIA,1634.889,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,ACRE,675.736,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,AMAZONAS,10672.601,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,RORAIMA,132.2,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,PARÁ,4714.519,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,AMAPÁ,57.148,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,TOCANTINS,2392.32,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,MARANHÃO,4223.7,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,PIAUÍ,7373.7,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,CEARÁ,13727.968,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO NORTE,8381.188,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,PARAÍBA,20973.05,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,PERNAMBUCO,347933.943,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,ALAGOAS,9763.309,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,SERGIPE,6616.697,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,BAHIA,52375.001,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,MINAS GERAIS,271951.768,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,ESPÍRITO SANTO,5001.979,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,RIO DE JANEIRO,72009.963,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,SÃO PAULO,894082.097,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,PARANÁ,146627.676,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,SANTA CATARINA,7340.955,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO SUL,4306.283,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO DO SUL,8503.055,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO,76131.775,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,GOIÁS,1752876.295,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,DISTRITO FEDERAL,18352.206,m3,2019-02-01,2023-10-14
ETANOL HIDRATADO ,RONDÔNIA,0.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,ACRE,0.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,AMAZONAS,10662.94,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,RORAIMA,120.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,PARÁ,3353.915,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,AMAPÁ,12.92,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,TOCANTINS,1856.2,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,MARANHÃO,1871.53,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,PIAUÍ,5631.2,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,CEARÁ,15772.7,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO NORTE,10125.499,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,PARAÍBA,101062.98000000001,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,PERNAMBUCO,0.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,ALAGOAS,0.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,SERGIPE,0.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,BAHIA,43484.714,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,MINAS GERAIS,224457.784,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,ESPÍRITO SANTO,2939.8,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,RIO DE JANEIRO,37191.328,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,SÃO PAULO,686326.285,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,PARANÁ,94490.355,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,SANTA CATARINA,5237.18,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,RIO GRANDE DO SUL,2953.032,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO DO SUL,9332.24,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,MATO GROSSO,654674.026,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,GOIÁS,0.0,m3,2020-02-01,2023-10-14
ETANOL HIDRATADO ,DISTRITO FEDERAL,0.0,m3,2020-02-01,2023-10-14
GLP ,RONDÔNIA,6151.425454545454,m3,2000-02-01,2023-10-14
GLP ,ACRE,2241.6963636363635,m3,2000-02-01,2023-10-14
GLP ,AMAZONAS,10018.66,m3,2000-02-01,2023-10-14
GLP ,RORAIMA,1406.5036363636361,m3,2000-02-01,2023-10-14
GLP ,PARÁ,22546.945454545454,m3,2000-02-01,2023-10-14
GLP ,AMAPÁ,2092.430909090909,m3,2000-02-01,2023-10-14
GLP ,TOCANTINS,6246.292727272727,m3,2000-02-01,2023-10-14
GLP ,MARANHÃO,16719.64727272727,m3,2000-02-01,2023-10-14
GLP ,PIAUÍ,10349.958181818181,m3,2000-02-01,2023-10-14
GLP ,CEARÁ,31041.60727272727,m3,2000-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,191127.3818181818,m3,2000-02-01,2023-10-14
GLP ,PARAÍBA,16374.05818181818,m3,2000-02-01,2023-10-14
GLP ,PERNAMBUCO,38601.414545454536,m3,2000-02-01,2023-10-14
GLP ,ALAGOAS,12789.510909090908,m3,2000-02-01,2023-10-14
GLP ,SERGIPE,7854.614545454545,m3,2000-02-01,2023-10-14
GLP ,BAHIA,66295.03272727272,m3,2000-02-01,2023-10-14
GLP ,MINAS GERAIS,120967.59272727271,m3,2000-02-01,2023-10-14
GLP ,ESPÍRITO SANTO,19340.914545454543,m3,2000-02-01,2023-10-14
GLP ,RIO DE JANEIRO,83624.75818181818,m3,2000-02-01,2023-10-14
GLP ,SÃO PAULO,297111.5836363636,m3,2000-02-01,2023-10-14
GLP ,PARANÁ,71485.75636363636,m3,2000-02-01,2023-10-14
GLP ,SANTA CATARINA,56329.267272727266,m3,2000-02-01,2023-10-14
GLP ,RIO GRANDE DO SUL,60336.34727272727,m3,2000-02-01,2023-10-14
GLP ,MATO GROSSO DO SUL,157211.38727272727,m3,2000-02-01,2023-10-14
GLP ,MATO GROSSO,12820.738181818182,m3,2000-02-01,2023-10-14
GLP ,GOIÁS,41755.730909090904,m3,2000-02-01,2023-10-14
GLP ,DISTRITO FEDERAL,12480.961818181817,m3,2000-02-01,2023-10-14
GLP ,RONDÔNIA,5959.112727272727,m3,2001-02-01,2023-10-14
GLP ,ACRE,2672.274545454545,m3,2001-02-01,2023-10-14
GLP ,AMAZONAS,10750.63818181818,m3,2001-02-01,2023-10-14
GLP ,RORAIMA,1309.56,m3,2001-02-01,2023-10-14
GLP ,PARÁ,22459.83818181818,m3,2001-02-01,2023-10-14
GLP ,AMAPÁ,1910.2145454545453,m3,2001-02-01,2023-10-14
GLP ,TOCANTINS,6694.525454545454,m3,2001-02-01,2023-10-14
GLP ,MARANHÃO,15881.336363636363,m3,2001-02-01,2023-10-14
GLP ,PIAUÍ,10848.858181818181,m3,2001-02-01,2023-10-14
GLP ,CEARÁ,396405.8090909091,m3,2001-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,16727.36909090909,m3,2001-02-01,2023-10-14
GLP ,PARAÍBA,16306.423636363634,m3,2001-02-01,2023-10-14
GLP ,PERNAMBUCO,40600.24181818182,m3,2001-02-01,2023-10-14
GLP ,ALAGOAS,12289.13818181818,m3,2001-02-01,2023-10-14
GLP ,SERGIPE,9057.327272727272,m3,2001-02-01,2023-10-14
GLP ,BAHIA,66659.9509090909,m3,2001-02-01,2023-10-14
GLP ,MINAS GERAIS,122636.57090909091,m3,2001-02-01,2023-10-14
GLP ,ESPÍRITO SANTO,18881.925454545453,m3,2001-02-01,2023-10-14
GLP ,RIO DE JANEIRO,70335.73818181817,m3,2001-02-01,2023-10-14
GLP ,SÃO PAULO,309606.5418181818,m3,2001-02-01,2023-10-14
GLP ,PARANÁ,57437.91636363636,m3,2001-02-01,2023-10-14
GLP ,SANTA CATARINA,39509.134545454544,m3,2001-02-01,2023-10-14
GLP ,RIO GRANDE DO SUL,849531.2709090909,m3,2001-02-01,2023-10-14
GLP ,MATO GROSSO DO SUL,13710.934545454544,m3,2001-02-01,2023-10-14
GLP ,MATO GROSSO,13859.130909090907,m3,2001-02-01,2023-10-14
GLP ,GOIÁS,44585.536363636355,m3,2001-02-01,2023-10-14
GLP ,DISTRITO FEDERAL,12218.378181818181,m3,2001-02-01,2023-10-14
GLP ,RONDÔNIA,4840.063636363636,m3,2002-02-01,2023-10-14
GLP ,ACRE,2100.8072727272724,m3,2002-02-01,2023-10-14
GLP ,AMAZONAS,8517.154545454545,m3,2002-02-01,2023-10-14
GLP ,RORAIMA,1504.4345454545453,m3,2002-02-01,2023-10-14
GLP ,PARÁ,20996.305454545454,m3,2002-02-01,2023-10-14
GLP ,AMAPÁ,2061.1763636363635,m3,2002-02-01,2023-10-14
GLP ,TOCANTINS,5805.303636363636,m3,2002-02-01,2023-10-14
GLP ,MARANHÃO,13710.44,m3,2002-02-01,2023-10-14
GLP ,PIAUÍ,116588.90727272726,m3,2002-02-01,2023-10-14
GLP ,CEARÁ,31495.410909090904,m3,2002-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,13952.910909090908,m3,2002-02-01,2023-10-14
GLP ,PARAÍBA,15631.632727272725,m3,2002-02-01,2023-10-14
GLP ,PERNAMBUCO,37642.35818181818,m3,2002-02-01,2023-10-14
GLP ,ALAGOAS,10866.24909090909,m3,2002-02-01,2023-10-14
GLP ,SERGIPE,8635.343636363636,m3,2002-02-01,2023-10-14
GLP ,BAHIA,58327.85636363636,m3,2002-02-01,2023-10-14
GLP ,MINAS GERAIS,124600.1309090909,m3,2002-02-01,2023-10-14
GLP ,ESPÍRITO SANTO,16895.94,m3,2002-02-01,2023-10-14
GLP ,RIO DE JANEIRO,83019.42,m3,2002-02-01,2023-10-14
GLP ,SÃO PAULO,272848.1854545454,m3,2002-02-01,2023-10-14
GLP ,PARANÁ,59153.483636363635,m3,2002-02-01,2023-10-14
GLP ,SANTA CATARINA,461690.0236363636,m3,2002-02-01,2023-10-14
GLP ,RIO GRANDE DO SUL,65999.07454545454,m3,2002-02-01,2023-10-14
GLP ,MATO GROSSO DO SUL,11348.2,m3,2002-02-01,2023-10-14
GLP ,MATO GROSSO,14656.512727272726,m3,2002-02-01,2023-10-14
GLP ,GOIÁS,36853.99818181818,m3,2002-02-01,2023-10-14
GLP ,DISTRITO FEDERAL,12361.990909090908,m3,2002-02-01,2023-10-14
GLP ,RONDÔNIA,5156.456363636363,m3,2003-02-01,2023-10-14
GLP ,ACRE,1582.8254545454545,m3,2003-02-01,2023-10-14
GLP ,AMAZONAS,10598.84,m3,2003-02-01,2023-10-14
GLP ,RORAIMA,1138.692727272727,m3,2003-02-01,2023-10-14
GLP ,PARÁ,19159.196363636365,m3,2003-02-01,2023-10-14
GLP ,AMAPÁ,1492.6145454545454,m3,2003-02-01,2023-10-14
GLP ,TOCANTINS,5619.816363636363,m3,2003-02-01,2023-10-14
GLP ,MARANHÃO,155961.16727272727,m3,2003-02-01,2023-10-14
GLP ,PIAUÍ,9182.490909090908,m3,2003-02-01,2023-10-14
GLP ,CEARÁ,27182.892727272727,m3,2003-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,13707.867272727271,m3,2003-02-01,2023-10-14
GLP ,PARAÍBA,15058.12727272727,m3,2003-02-01,2023-10-14
GLP ,PERNAMBUCO,36392.45090909091,m3,2003-02-01,2023-10-14
GLP ,ALAGOAS,11146.096363636363,m3,2003-02-01,2023-10-14
GLP ,SERGIPE,6866.565454545454,m3,2003-02-01,2023-10-14
GLP ,BAHIA,58150.70181818181,m3,2003-02-01,2023-10-14
GLP ,MINAS GERAIS,106787.60545454544,m3,2003-02-01,2023-10-14
GLP ,ESPÍRITO SANTO,14877.981818181817,m3,2003-02-01,2023-10-14
GLP ,RIO DE JANEIRO,70062.03818181818,m3,2003-02-01,2023-10-14
GLP ,SÃO PAULO,256341.0818181818,m3,2003-02-01,2023-10-14
GLP ,PARANÁ,768595.6890909091,m3,2003-02-01,2023-10-14
GLP ,SANTA CATARINA,36333.58545454546,m3,2003-02-01,2023-10-14
GLP ,RIO GRANDE DO SUL,63695.12909090909,m3,2003-02-01,2023-10-14
GLP ,MATO GROSSO DO SUL,11379.02,m3,2003-02-01,2023-10-14
GLP ,MATO GROSSO,13204.92909090909,m3,2003-02-01,2023-10-14
GLP ,GOIÁS,38096.48545454545,m3,2003-02-01,2023-10-14
GLP ,DISTRITO FEDERAL,12659.225454545453,m3,2003-02-01,2023-10-14
GLP ,RONDÔNIA,5179.756363636363,m3,2004-02-01,2023-10-14
GLP ,ACRE,2005.910909090909,m3,2004-02-01,2023-10-14
GLP ,AMAZONAS,10252.698181818181,m3,2004-02-01,2023-10-14
GLP ,RORAIMA,1115.341818181818,m3,2004-02-01,2023-10-14
GLP ,PARÁ,18879.08909090909,m3,2004-02-01,2023-10-14
GLP ,AMAPÁ,1783.3090909090909,m3,2004-02-01,2023-10-14
GLP ,TOCANTINS,70889.30181818182,m3,2004-02-01,2023-10-14
GLP ,MARANHÃO,14506.421818181816,m3,2004-02-01,2023-10-14
GLP ,PIAUÍ,8751.834545454545,m3,2004-02-01,2023-10-14
GLP ,CEARÁ,27854.62727272727,m3,2004-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,14566.49818181818,m3,2004-02-01,2023-10-14
GLP ,PARAÍBA,14342.234545454545,m3,2004-02-01,2023-10-14
GLP ,PERNAMBUCO,38061.02181818181,m3,2004-02-01,2023-10-14
GLP ,ALAGOAS,10776.145454545453,m3,2004-02-01,2023-10-14
GLP ,SERGIPE,7368.367272727272,m3,2004-02-01,2023-10-14
GLP ,BAHIA,59169.15454545454,m3,2004-02-01,2023-10-14
GLP ,MINAS GERAIS,117222.22363636362,m3,2004-02-01,2023-10-14
GLP ,ESPÍRITO SANTO,15435.16,m3,2004-02-01,2023-10-14
GLP ,RIO DE JANEIRO,79678.48727272726,m3,2004-02-01,2023-10-14
GLP ,SÃO PAULO,3285543.730909091,m3,2004-02-01,2023-10-14
GLP ,PARANÁ,67057.57636363636,m3,2004-02-01,2023-10-14
GLP ,SANTA CATARINA,35310.58909090909,m3,2004-02-01,2023-10-14
GLP ,RIO GRANDE DO SUL,69255.05636363637,m3,2004-02-01,2023-10-14
GLP ,MATO GROSSO DO SUL,10984.487272727272,m3,2004-02-01,2023-10-14
GLP ,MATO GROSSO,14599.63818181818,m3,2004-02-01,2023-10-14
GLP ,GOIÁS,39375.84727272727,m3,2004-02-01,2023-10-14
GLP ,DISTRITO FEDERAL,12152.858181818181,m3,2004-02-01,2023-10-14
GLP ,RONDÔNIA,5472.014545454545,m3,2005-02-01,2023-10-14
GLP ,ACRE,1406.86,m3,2005-02-01,2023-10-14
GLP ,AMAZONAS,10201.205454545452,m3,2005-02-01,2023-10-14
GLP ,RORAIMA,859.0545454545454,m3,2005-02-01,2023-10-14
GLP ,PARÁ,20412.663636363635,m3,2005-02-01,2023-10-14
GLP ,AMAPÁ,22872.45818181818,m3,2005-02-01,2023-10-14
GLP ,TOCANTINS,6217.456363636364,m3,2005-02-01,2023-10-14
GLP ,MARANHÃO,14802.723636363635,m3,2005-02-01,2023-10-14
GLP ,PIAUÍ,9177.316363636364,m3,2005-02-01,2023-10-14
GLP ,CEARÁ,29786.334545454545,m3,2005-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,15165.40909090909,m3,2005-02-01,2023-10-14
GLP ,PARAÍBA,14929.074545454545,m3,2005-02-01,2023-10-14
GLP ,PERNAMBUCO,36921.907272727265,m3,2005-02-01,2023-10-14
GLP ,ALAGOAS,10940.381818181817,m3,2005-02-01,2023-10-14
GLP ,SERGIPE,7490.358181818181,m3,2005-02-01,2023-10-14
GLP ,BAHIA,58630.39272727272,m3,2005-02-01,2023-10-14
GLP ,MINAS GERAIS,105626.34545454544,m3,2005-02-01,2023-10-14
GLP ,ESPÍRITO SANTO,17558.050909090907,m3,2005-02-01,2023-10-14
GLP ,RIO DE JANEIRO,952325.8145454545,m3,2005-02-01,2023-10-14
GLP ,SÃO PAULO,277582.3836363636,m3,2005-02-01,2023-10-14
GLP ,PARANÁ,67217.73818181817,m3,2005-02-01,2023-10-14
GLP ,SANTA CATARINA,37145.9309090909,m3,2005-02-01,2023-10-14
GLP ,RIO GRANDE DO SUL,72464.52181818182,m3,2005-02-01,2023-10-14
GLP ,MATO GROSSO DO SUL,12757.47090909091,m3,2005-02-01,2023-10-14
GLP ,MATO GROSSO,14432.790909090907,m3,2005-02-01,2023-10-14
GLP ,GOIÁS,40348.55272727273,m3,2005-02-01,2023-10-14
GLP ,DISTRITO FEDERAL,12251.643636363637,m3,2005-02-01,2023-10-14
GLP ,RONDÔNIA,4971.336363636364,m3,2006-02-01,2023-10-14
GLP ,ACRE,2105.6581818181817,m3,2006-02-01,2023-10-14
GLP ,AMAZONAS,9204.31090909091,m3,2006-02-01,2023-10-14
GLP ,RORAIMA,914.0,m3,2006-02-01,2023-10-14
GLP ,PARÁ,271350.2018181818,m3,2006-02-01,2023-10-14
GLP ,AMAPÁ,2114.6472727272726,m3,2006-02-01,2023-10-14
GLP ,TOCANTINS,5894.72,m3,2006-02-01,2023-10-14
GLP ,MARANHÃO,15330.032727272726,m3,2006-02-01,2023-10-14
GLP ,PIAUÍ,9697.772727272726,m3,2006-02-01,2023-10-14
GLP ,CEARÁ,32168.618181818183,m3,2006-02-01,2023-10-14
GLP ,RIO GRANDE DO NORTE,15804.856363636363,m3,2006-02-01,2023-10-14
GLP ,PARAÍBA,15049.825454545455,m3,2006-02-01,2023-10-14
GLP ,PERNAMBUCO,38484.86181818182,m3,2006-02-01,2023-10-14
GLP ,ALAGOAS,10548.821818181817,m3,2006-02-01,2023-10-14
